Role,Object,Create,Read,Edit,Delete,Access Code,Record Scope,Design Status,Control Notes
General Manager,Equipment / Installed Base,Yes,Yes,Yes,No,CRE,Enterprise,Proposed,"Customer equipment and service history. Access is subject to role scope, segregation of duties, and audit logging."
General Manager,Invoices / AR,Yes,Yes,Yes,No,CRE,Enterprise,Proposed,"Billing and receivables. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
General Manager,Payments,Yes,Yes,Yes,No,CRE,Enterprise,Proposed,"Payment records and application. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
General Manager,Notifications,Yes,Yes,Yes,No,CRE,Enterprise,Proposed,"Operational alerts and attention items. Access is subject to role scope, segregation of duties, and audit logging."
General Manager,Users,Yes,Yes,Yes,Yes,CRED,Enterprise,Proposed,User identities and activation. Delete reserved for master/configuration cleanup; log the action and require confirmation.
General Manager,Roles / Permissions,Yes,Yes,Yes,Yes,CRED,Enterprise,Proposed,"Role definitions, grants, and protected access. Delete reserved for master/configuration cleanup; log the action and require confirmation."
General Manager,Audit Log,No,Yes,No,No,R,Enterprise,Proposed,"Append-only evidence of governed actions. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Associate,Accounts,No,Yes,No,No,R,Service organization,Proposed,"Customer/company master. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Contacts,No,Yes,No,No,R,Service organization,Proposed,"People related to accounts. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Customer Locations,No,Yes,No,No,R,Service organization,Proposed,"Service, delivery, and installation sites. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Opportunities,No,No,No,No,,Service organization,Proposed,Sales pipeline records. No business need identified in this baseline.
Parts Associate,Marketing Initiatives,No,No,No,No,,Service organization,Proposed,Campaign/initiative tags and activity. No business need identified in this baseline.
Parts Associate,Sales Orders,No,Yes,No,No,R,Service organization,Proposed,"Committed customer orders. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Associate,Commissions,No,No,No,No,,Service organization,Proposed,Calculated and approved sales compensation. No business need identified in this baseline.
Parts Associate,Work Orders,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Service/install job lifecycle. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Associate,Dispatch Schedule,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Technician schedule and assignment. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Technician Time / Non-work,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Labor and non-work time records. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Parts Catalog,No,Yes,No,No,R,Service organization,Proposed,"Part master data. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Inventory Stock,No,Yes,No,No,R,Service organization,Proposed,"On-hand, reserved, and available stock. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Inventory Adjustments,No,No,No,No,,Service organization,Proposed,"Counts, corrections, and governed adjustments. No business need identified in this baseline."
Parts Associate,Purchase Orders,No,No,No,No,,Service organization,Proposed,Procurement commitments. No business need identified in this baseline.
Parts Associate,Receiving,No,No,No,No,,Service organization,Proposed,Receipt and intake transactions. No business need identified in this baseline.
Parts Associate,Transfer Orders,No,No,No,No,,Service organization,Proposed,Warehouse/mobile/location movements. No business need identified in this baseline.
Parts Associate,Serialized Assets,No,Yes,No,No,R,Service organization,Proposed,"Serial-controlled identity and custody. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Associate,Equipment / Installed Base,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Customer equipment and service history. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Invoices / AR,No,Yes,No,No,R,Service organization,Proposed,"Billing and receivables. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Associate,Payments,No,No,No,No,,Service organization,Proposed,Payment records and application. No business need identified in this baseline.
Parts Associate,Notifications,No,Yes,No,No,R,Service organization,Proposed,"Operational alerts and attention items. Access is subject to role scope, segregation of duties, and audit logging."
Parts Associate,Users,No,No,No,No,,Service organization,Proposed,User identities and activation. No business need identified in this baseline.
Parts Associate,Roles / Permissions,No,No,No,No,,Service organization,Proposed,"Role definitions, grants, and protected access. No business need identified in this baseline."
Parts Associate,Audit Log,No,Yes,No,No,R,Service organization,Proposed,"Append-only evidence of governed actions. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Support Staff,Accounts,No,Yes,No,No,R,Service organization,Proposed,"Customer/company master. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Contacts,No,Yes,No,No,R,Service organization,Proposed,"People related to accounts. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Customer Locations,No,No,No,No,,Service organization,Proposed,"Service, delivery, and installation sites. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Opportunities,No,No,No,No,,Service organization,Proposed,Sales pipeline records. No business need identified in this baseline.
Support Staff,Marketing Initiatives,No,No,No,No,,Service organization,Proposed,Campaign/initiative tags and activity. No business need identified in this baseline.
Support Staff,Sales Orders,No,No,No,No,,Service organization,Proposed,"Committed customer orders. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Support Staff,Commissions,No,No,No,No,,Service organization,Proposed,Calculated and approved sales compensation. No business need identified in this baseline.
Support Staff,Work Orders,No,No,No,No,,Service organization,Proposed,"Service/install job lifecycle. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Support Staff,Dispatch Schedule,No,No,No,No,,Service organization,Proposed,"Technician schedule and assignment. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Technician Time / Non-work,No,No,No,No,,Service organization,Proposed,"Labor and non-work time records. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Parts Catalog,No,No,No,No,,Service organization,Proposed,"Part master data. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Inventory Stock,No,No,No,No,,Service organization,Proposed,"On-hand, reserved, and available stock. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Inventory Adjustments,No,No,No,No,,Service organization,Proposed,"Counts, corrections, and governed adjustments. No business need identified in this baseline."
Support Staff,Purchase Orders,No,No,No,No,,Service organization,Proposed,Procurement commitments. No business need identified in this baseline.
Support Staff,Receiving,No,No,No,No,,Service organization,Proposed,Receipt and intake transactions. No business need identified in this baseline.
Support Staff,Transfer Orders,No,No,No,No,,Service organization,Proposed,Warehouse/mobile/location movements. No business need identified in this baseline.
Support Staff,Serialized Assets,No,No,No,No,,Service organization,Proposed,"Serial-controlled identity and custody. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Support Staff,Equipment / Installed Base,No,No,No,No,,Service organization,Proposed,"Customer equipment and service history. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Invoices / AR,No,No,No,No,,Service organization,Proposed,"Billing and receivables. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Support Staff,Payments,No,No,No,No,,Service organization,Proposed,Payment records and application. No business need identified in this baseline.
Support Staff,Notifications,No,Yes,No,No,R,Service organization,Proposed,"Operational alerts and attention items. Access is subject to role scope, segregation of duties, and audit logging."
Support Staff,Users,No,No,No,No,,Service organization,Proposed,User identities and activation. No business need identified in this baseline.
Support Staff,Roles / Permissions,No,No,No,No,,Service organization,Proposed,"Role definitions, grants, and protected access. No business need identified in this baseline."
Support Staff,Audit Log,No,No,No,No,,Service organization,Proposed,"Append-only evidence of governed actions. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Manager,Accounts,No,Yes,No,No,R,Service organization,Proposed,"Customer/company master. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Contacts,No,Yes,No,No,R,Service organization,Proposed,"People related to accounts. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Customer Locations,No,Yes,No,No,R,Service organization,Proposed,"Service, delivery, and installation sites. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Opportunities,No,No,No,No,,Service organization,Proposed,Sales pipeline records. No business need identified in this baseline.
Parts Manager,Marketing Initiatives,No,No,No,No,,Service organization,Proposed,Campaign/initiative tags and activity. No business need identified in this baseline.
Parts Manager,Sales Orders,No,Yes,No,No,R,Service organization,Proposed,"Committed customer orders. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Manager,Commissions,No,No,No,No,,Service organization,Proposed,Calculated and approved sales compensation. No business need identified in this baseline.
Parts Manager,Work Orders,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Service/install job lifecycle. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Manager,Dispatch Schedule,No,Yes,Yes,No,RE,Service organization,Proposed,"Technician schedule and assignment. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Technician Time / Non-work,No,Yes,Yes,No,RE,Service organization,Proposed,"Labor and non-work time records. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Parts Catalog,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Part master data. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Inventory Stock,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"On-hand, reserved, and available stock. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Inventory Adjustments,No,No,No,No,,Service organization,Proposed,"Counts, corrections, and governed adjustments. No business need identified in this baseline."
Parts Manager,Purchase Orders,No,No,No,No,,Service organization,Proposed,Procurement commitments. No business need identified in this baseline.
Parts Manager,Receiving,No,No,No,No,,Service organization,Proposed,Receipt and intake transactions. No business need identified in this baseline.
Parts Manager,Transfer Orders,No,No,No,No,,Service organization,Proposed,Warehouse/mobile/location movements. No business need identified in this baseline.
Parts Manager,Serialized Assets,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Serial-controlled identity and custody. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Manager,Equipment / Installed Base,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Customer equipment and service history. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Invoices / AR,Yes,Yes,Yes,No,CRE,Service organization,Proposed,"Billing and receivables. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
Parts Manager,Payments,No,No,No,No,,Service organization,Proposed,Payment records and application. No business need identified in this baseline.
Parts Manager,Notifications,Yes,Yes,No,No,CR,Service organization,Proposed,"Operational alerts and attention items. Access is subject to role scope, segregation of duties, and audit logging."
Parts Manager,Users,No,No,No,No,,Service organization,Proposed,User identities and activation. No business need identified in this baseline.
Parts Manager,Roles / Permissions,No,No,No,No,,Service organization,Proposed,"Role definitions, grants, and protected access. No business need identified in this baseline."
Parts Manager,Audit Log,No,Yes,No,No,R,Service organization,Proposed,"Append-only evidence of governed actions. Use cancel, void, reverse, deactivate, or corrective transaction; hard delete is not permitted."
